日期Date,指数代码Index Code,指数名称Index Name,指数英文名称Index Name(Eng.),成分券代码Constituent Code,成分券名称Constituent Name,成分券英文名称Constituent Name(Eng.),交易所Exchange
2019-08-08,000906,中证800,CSI 800,000725,京东方A,BOE Technology Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000727,华东科技,Nanjing Huadong Electronics Information & Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000728,国元证券,Guoyuan Securities Company Limited,SHZ
2019-08-08,000906,中证800,CSI 800,000729,燕京啤酒,Beijing Yanjing Brewery Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000732,泰禾集团,Thaihot Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000738,航发控制,"AECC AERO-ENGINE CONTROL CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,000750,国海证券,"Sealand Securities Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000758,中色股份,China Nonferrous Metal Industry's Foreign Engineering & Construction Corp,SHZ
2019-08-08,000906,中证800,CSI 800,000761,本钢板材,Bengang Steel Plates Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000766,通化金马,Tonghua Golden-Horse Pharmaceutical Industry Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000768,中航飞机,"Avic Aircraft Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000776,广发证券,"GF Securities Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000778,新兴铸管,Xinxing Ductile Iron Pipes Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000783,长江证券,Changjiang Securities Company Limited,SHZ
2019-08-08,000906,中证800,CSI 800,000786,北新建材,Beijing New Building Materials Public Ltd Co,SHZ
2019-08-08,000906,中证800,CSI 800,000807,云铝股份,Yunnan Aluminium Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000813,德展健康,Xinjiang Tianshan Wool Tex Stock Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000826,启迪环境,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT Co., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,000829,天音控股,"Telling Telecommunication Holding Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000830,鲁西化工,"Luxi Chemical Group Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000848,承德露露,He Bei Cheng De Lolo Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000858,五 粮 液,Wuliangye Yibin Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000860,顺鑫农业,Beijing Shunxin Agriculture Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000869,张  裕Ａ,Yantai Changyu Pioneer Wine Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000876,新 希 望,"NEW HOPE LIUHE CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000877,天山股份,Xinjiang Tianshan Cement Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000878,云南铜业,Yunnan Copper Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000883,湖北能源,Hubei Energy Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000887,中鼎股份,"Anhui Zhongding Sealing Parts Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000895,双汇发展,Henan Shuanghui Investment & Development Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000898,鞍钢股份,Angang Steel Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000926,福星股份,Hubei Fuxing Science And Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000930,中粮生化,Cofco Biochemical (Anhui) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000932,华菱钢铁,Hunan Valin Steel Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000937,冀中能源,Jizhong Energy Resources Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000938,紫光股份,"Unisplendour Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000959,首钢股份,Beijing Shougang Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000960,锡业股份,Yunnan Tin Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000961,中南建设,"Jiangsu Zhongnan Construction Group Co.,Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,000963,华东医药,Huadong Medicine Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000970,中科三环,Beijing Zhong Ke San Huan High-Tech Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000975,银泰资源,"Yintai Resources Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000980,众泰汽车,"ZOTYE AUTOMOBILE CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000983,西山煤电,Shanxi Xishan Coal And Electricity Power Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000987,越秀金控,"Guangzhou Yuexiu Financial Holdings Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000988,华工科技,Huagong Tech Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000990,诚志股份,Chengzhi Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000997,新 大 陆,"Newland Digital Technology Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000998,隆平高科,Yuan Longping High-tech Agriculture Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000999,华润三九,China Resources Sanjiu Medical & Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,001979,招商蛇口,"CHINA MERCHANTS SHEKOU INDUSTRIAL ZONE HOLDINGS CO.,LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002001,新和成,Zhejiang NHU Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002002,鸿达兴业,"Hongda Xingye Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002004,华邦健康,"HUAPONT LIFE SCIENCES CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002007,华兰生物,Hualan Biological Engineering INC,SHZ
2019-08-08,000906,中证800,CSI 800,002008,大族激光,"Han's Laser Technology Industry Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002010,传化智联,"Transfar Zhilian Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002019,亿帆医药,"YIFAN PHARMACEUTICAL CO.,LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002024,苏宁易购,"SUNING.COM CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002027,分众传媒,"Focus Media Information Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002028,思源电气,"Siyuan Electric Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002030,达安基因,Da An Gene Co Ltd of Sun Yat-Sen University,SHZ
2019-08-08,000906,中证800,CSI 800,002032,苏泊尔,"Zhejiang Supor Co.,Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002038,双鹭药业,Beijing SL Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002044,美年健康,"Meinian Onehealth Healthcare Holdings Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002048,宁波华翔,Ningbo Huaxiang Electronic Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002049,紫光国微,"Unigroup Guoxin Microelectronics Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002050,三花智控,"ZHEJIANG SANHUA INTELLIGENT CONTROLS CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002051,中工国际,China CAMC Engineering Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002056,横店东磁,Hengdian Group DMEGC Magnetics Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002064,华峰氨纶,Zhejiang Huafeng Spandex Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002065,东华软件,"DHC Software Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002074,国轩高科,"GUOXUAN HIGH-TECH CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002075,沙钢股份,Jiangsu Shagang Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002078,太阳纸业,Shan Dong Sun Paper Industry Joint Stock Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002081,金螳螂,Suzhou Gold Mantis Construction Decoration Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002085,万丰奥威,"Zhejiang Wanfeng Auto Wheel Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002092,中泰化学,"Xinjiang Zhongtai Chemical Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002093,国脉科技,"Guomai Technologies,Inc.",SHZ
2019-08-08,000906,中证800,CSI 800,002110,三钢闽光,"Sansteel Minguang Co.,Ltd.Fujian",SHZ
2019-08-08,000906,中证800,CSI 800,002118,紫鑫药业,Jilin Zixin Pharmaceutical Industrial Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002120,韵达股份,"YUNDA Holding CO., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002127,南极电商,"NanJi E-Commerce Co., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002128,露天煤业,Huolinhe Opencut Coal Industry Corporation Limited of Innermongolia,SHZ
2019-08-08,000906,中证800,CSI 800,002129,中环股份,"Tianjin Zhonghuan Semiconductor Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002131,利欧股份,"LEO GROUP CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002142,宁波银行,Bank of Ningbo Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002146,荣盛发展,Risesun Real Estate Development Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002152,广电运通,GRG Banking Equipment Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002153,石基信息,Beijing Shiji Information Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002155,湖南黄金,Hunan Gold Corporation Limited,SHZ
2019-08-08,000906,中证800,CSI 800,002157,正邦科技,Jiangxi Zhengbang Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002174,游族网络,"YOUZU Interactive CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002176,江特电机,Jiangxi Special Electric Motor Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002179,中航光电,"AVIC Jonhon Optronic Technology Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002183,怡亚通,Eternal Asia Supply Chain Management Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002191,劲嘉股份,"SHENZHEN JINJIA GROUP CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002195,二三四五,"Shanghai 2345 Network Holding Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002202,金风科技,Xinjiang Goldwind Science & Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002212,南洋股份,Nanyang Topsec Technologies Group Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,002217,合力泰,"Holitech Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002221,东华能源,Oriental Energy Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002223,鱼跃医疗,Jiangsu Yuyue Medical Equipment & Supply Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002230,科大讯飞,"Iflytek Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002233,塔牌集团,Guangdong Tapai Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002236,大华股份,Zhejiang Dahua Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002241,歌尔股份,GoerTek Inc,SHZ
2019-08-08,000906,中证800,CSI 800,002242,九阳股份,Joyoung Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002244,滨江集团,Hangzhou Binjiang Real Estate Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002249,大洋电机,Zhongshan Broad-ocean Motor Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002250,联化科技,Lianhe Chemical Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002251,步步高,Better Life Commercial Chain Share Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002252,上海莱士,Shanghai RAAS Blood Products Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002254,泰和新材,Yantai Tayho Advanced Materials Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002266,浙富控股,"ZHEFU HOLDING GROUP CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002268,卫士通,Westone Information Industry Inc,SHZ
2019-08-08,000906,中证800,CSI 800,002271,东方雨虹,Beijing Oriental Yuhong Waterproof Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002273,水晶光电,"Zhejiang Crystal-Optech Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002280,联络互动,"Hangzhou Liaison Interactive Information Technology Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002281,光迅科技,Accelink Technologies Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002285,世联行,SHENZHEN WORLDUNION GROUP INCORPORATED,SHZ
2019-08-08,000906,中证800,CSI 800,002294,信立泰,Shenzhen Salubris Pharmaceuticals Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002299,圣农发展,Fujian Sunner Development Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002302,西部建设,"China West Construction Group Co., ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002304,洋河股份,Jiangsu Yanghe Brewery Joint-Stock Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002310,东方园林,Beijing Orient Landscape Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002311,海大集团,Guangdong Haid Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002317,众生药业,Guangdong Zhongsheng Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002332,仙琚制药,Zhejiang Xianju Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002340,格林美,Shenzhen Green Eco-manufacture Hi-tech Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002344,海宁皮城,Haining China Leather Market Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002352,顺丰控股,"S.F. Holding Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002353,杰瑞股份,Yantai Jereh Oilfield Services Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002358,森源电气,Henan Senyuan Electric Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002366,台海核电,"Taihai Manoir Nuclear Equipment Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002368,太极股份,Taiji Computer Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002371,北方华创,"NAURA Technology Group Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002372,伟星新材,Zhejiang Weixing New Building Materials Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002373,千方科技,Surekam Corporation,SHZ
2019-08-08,000906,中证800,CSI 800,002375,亚厦股份,Zhejiang Yasha Decoration Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002382,蓝帆医疗,"BLUE SAIL MEDICAL CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002384,东山精密,Suzhou Dongshan Precision Manufacturing Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002385,大北农,Beijing Dabeinong Technology Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002387,维信诺,Visionox Technology Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,002390,信邦制药,Guizhou Xinbang Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002399,海普瑞,Shenzhen Hepalink Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002405,四维图新,NavInfo Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002407,多氟多,Do-Fluoride Chemicals Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002408,齐翔腾达,Zibo Qixiang Tengda Chemical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002410,广联达,Glodon Software Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002411,延安必康,YanAn Bicon Pharmaceutical Listed Company,SHZ
2019-08-08,000906,中证800,CSI 800,002414,高德红外,Wuhan Guide Infrared Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002415,海康威视,Hangzhou Hikvision Digital Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002416,爱施德,Shenzhen Aisidi Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002419,天虹股份,Rainbow Department Store Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002422,科伦药业,Sichuan Kelun Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002424,贵州百灵,Guizhou Bailing Group Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002426,胜利精密,Suzhou Victory Precision Manufacture Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002431,棕榈股份,"PALM ECO-TOWN DEVELOPMENT CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002434,万里扬,"Zhejiang Wanliyang Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002437,誉衡药业,Harbin Gloria Pharmaceuticals Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002439,启明星辰,Beijing Venustech Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,002440,闰土股份,Zhejiang Runtu Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002444,巨星科技,Hangzhou Great Star Industrial Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002456,欧菲光,"OFILM Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002460,赣锋锂业,Ganfeng Lithium Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002463,沪电股份,Wus Printed Circuit (Kunshan) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002465,海格通信,Guangzhou Haige Communications Group Incorporated Company,SHZ
2019-08-08,000906,中证800,CSI 800,002466,天齐锂业,"Tianqi Lithium Industries, Inc.",SHZ
2019-08-08,000906,中证800,CSI 800,002468,申通快递,"STO Express Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002470,金正大,"Kingenta Ecological Engineering Group Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002475,立讯精密,"Luxshare Precision Industry Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002482,广田集团,"SHENZHEN GRANDLAND GROUP CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002489,浙江永强,Yotrio Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002491,通鼎互联,"TONGDING INTERCONNECTION INFORMATION CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002493,荣盛石化,Rongsheng Petro Chemical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002500,山西证券,Shanxi Securities Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002503,搜于特,Dongguan Souyute Fashion Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002505,大康农业,"HUNAN DAKANG INTERNATIONAL FOOD & AGRICULTURE CO.,LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002506,协鑫集成,"GCL System Integration Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002507,涪陵榨菜,Chongqing Fuling Zhacai Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002508,老板电器,Hangzhou Robam Appliances Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002509,天广中茂,"TianGuang ZhongMao Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002512,达华智能,Tatwah Smartech Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002517,恺英网络,Taiya Shoes Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002544,杰赛科技,Gci Science & Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002555,三七互娱,"WUHU SANQI INTERACTIVE ENTERTAINMENT NETWORK TECHNOLOGY GROUP CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002558,巨人网络,"Giant Network Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002572,索菲亚,Suofeiya Home Collection Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002573,清新环境,"Beijing SPC Environment Protection Tech Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002583,海能达,Hytera Communications Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002589,瑞康医药,"Realcan Pharmaceutical Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002594,比亚迪,BYD Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002601,龙蟒佰利,"Lomon Billions Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002602,世纪华通,"ZHEJIANG CENTURY HUATONG GROUP CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002603,以岭药业,Shijiazhuang Yiling Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002607,中公教育,"Offcn Education Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002624,完美世界,"Perfect World Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002625,光启技术,"Kuang-Chi Technologies Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002635,安洁科技,Suzhou Anjie Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,002640,跨境通,"Global Top E-Commerce Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002665,首航节能,"Beijing Shouhang Resources Saving Co.,Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002670,国盛金控,Guosheng Financial Holding Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,002672,东江环保,Dongjiang Environmental Company Limited,SHZ
2019-08-08,000906,中证800,CSI 800,002673,西部证券,"WESTERN SECURITIES CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002681,奋达科技,"Shenzhen Fenda Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002690,美亚光电,Hefei Meiya Optoelectronic Technology Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,002699,美盛文化,"Meisheng Cultural & Creative Corp., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002701,奥瑞金,"ORG Packaging Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002707,众信旅游,"UTour Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002709,天赐材料,"Guangzhou Tinci Materials Technology Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002714,牧原股份,"Muyuan Foodstuff Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002736,国信证券,"GUOSEN SECURITIES CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002739,万达电影,"WANDA FILM HOLDING CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,002745,木林森,"MLS Co.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002773,康弘药业,"Chengdu Kanghong Pharmaceutical Group Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002797,第一创业,"First Capital Securities Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002807,江阴银行,"Jiangsu Jiangyin Rural Commercial Bank CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002812,恩捷股份,"Yunnan Energy New Material Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002815,崇达技术,"Suntak Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002818,富森美,"Chengdu Fusen Noble-House Industrial Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002821,凯莱英,"Asymchem Laboratories (Tianjin) Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002831,裕同科技,"ShenZhen YUTO Packaging Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002839,张家港行,"Jiangsu Zhangjiagang Rural Commercial Bank Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,002916,深南电路,"Shennan Circuits Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002920,德赛西威,"Huizhou Desay SV Automotive Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002925,盈趣科技,Xiamen Intretech Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,002926,华西证券,"Huaxi Securities Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002936,郑州银行,"BANK OF ZHENGZHOU CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002938,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",SHZ
2019-08-08,000906,中证800,CSI 800,002939,长城证券,"CHINA GREAT WALL SECURITIES CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,002941,新疆交建,"Xinjiang Communications Construction Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002945,华林证券,"ChinaLin Securities Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002946,新乳业,"New Hope Dairy Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,002948,青岛银行,"BANK OF QINGDAO CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,300001,特锐德,Qingdao TGOOD Electric Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300002,神州泰岳,Beijing Ultrapower Software Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300003,乐普医疗,Lepu Medical Technology (Beijing) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300009,安科生物,Anhui Anke Biotechnology (Group) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300010,立思辰,Beijing Lanxum Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300015,爱尔眼科,Aier Eye Hospital Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300017,网宿科技,"Wangsu Science and Technology Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300024,机器人,Siasun Robot & Automation Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300026,红日药业,Tianjin Chase Sun Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300027,华谊兄弟,Huayi Brothers Media Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300033,同花顺,"Hithink Royalflush Information Network Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300055,万邦达,Beijing Water Business Doctor Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300058,蓝色光标,"Bluefocus Data Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,300059,东方财富,East Money Information Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300070,碧水源,Beijing Originwater Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300072,三聚环保,Beijing SJ Environmental Protection and New Material Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,300088,长信科技,Wuhu Token Science Co Ltd,SHZ
