日期Date,指数代码Index Code,指数名称Index Name,指数英文名称Index Name(Eng.),成分券代码Constituent Code,成分券名称Constituent Name,成分券英文名称Constituent Name(Eng.),交易所Exchange
2019-08-08,000906,中证800,CSI 800,600884,杉杉股份,Ningbo Shanshan Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,600885,宏发股份,"Hongfa Technology Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600886,国投电力,"SDIC Power Holdings Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600887,伊利股份,Inner Mongolia Yili Industrial Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,600893,航发动力,AVIC AVIATION ENGINE CORPORATION PLC.,SHH
2019-08-08,000906,中证800,CSI 800,600895,张江高科,Shanghai Zhangjiang Hi-tech Park Development Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,600900,长江电力,China Yangtze Power Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,600901,江苏租赁,"Jiangsu Financial Leasing Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600903,贵州燃气,Guizhou Gas Group Corporation Ltd.,SHH
2019-08-08,000906,中证800,CSI 800,600908,无锡银行,"Wuxi Rural Commercial Bank Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600909,华安证券,"HUAAN SECURITIES CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,600917,重庆燃气,Chongqing Gas Group Corporation Ltd.,SHH
2019-08-08,000906,中证800,CSI 800,600919,江苏银行,"Bank of Jiangsu Co., Ltd",SHH
2019-08-08,000906,中证800,CSI 800,600926,杭州银行,"BANK OF HANGZHOU CO., LTD",SHH
2019-08-08,000906,中证800,CSI 800,600939,重庆建工,"Chongqing Construction Engineering Group Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600958,东方证券,ORIENT SECURITIES COMPANY LIMITED,SHH
2019-08-08,000906,中证800,CSI 800,600959,江苏有线,Jiangsu Broadcasting Cable Information Network Corporation Limited,SHH
2019-08-08,000906,中证800,CSI 800,600967,内蒙一机,"Inner Mongolia First Machinery Group Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600970,中材国际,Sinoma International Engineering Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,600971,恒源煤电,Anhui Hengyuan Coal Industry and Electricity Power Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,600977,中国电影,"CHINA FILM CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,600978,宜华生活,"Yihua Lifestyle Technology Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600985,淮北矿业,"Huaibei Mining Holdings Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600993,马应龙,"Mayinglong Pharmaceutical Group Co.,Ltd",SHH
2019-08-08,000906,中证800,CSI 800,600996,贵广网络,"Guizhou Broadcasting & TV Information Network Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,600998,九州通,Jointown Pharmaceutical Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,600999,招商证券,China Merchants Securities Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601000,唐山港,Tangshan Port Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601001,大同煤业,"Datong Coal Industry Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601003,柳钢股份,Liuzhou Iron & Steel Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601005,重庆钢铁,Chongqing Iron & Steel Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601006,大秦铁路,Daqin Railway Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601009,南京银行,Bank of Nanjing Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601012,隆基股份,"Longi Green Energy Technology Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601016,节能风电,CECEP Wind-Power Corporation,SHH
2019-08-08,000906,中证800,CSI 800,601018,宁波港,Ningbo Port Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601019,山东出版,"Shandong Publishing&Media Co.,Ltd",SHH
2019-08-08,000906,中证800,CSI 800,601021,春秋航空,"Spring Airlines Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601066,中信建投,"China Securities Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601068,中铝国际,China Aluminum International Engineering Corporation Limited,SHH
2019-08-08,000906,中证800,CSI 800,601088,中国神华,China Shenhua Energy Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601098,中南传媒,China South Publishing & Media Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601100,恒立液压,"Jiangsu Hengli Hydraulic CO., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601106,中国一重,China First Heavy Industries Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601108,财通证券,"CAITONG SECURITIES CO.,LTD.",SHH
2019-08-08,000906,中证800,CSI 800,601111,中国国航,Air China Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601117,中国化学,China National Chemical Engineering Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601118,海南橡胶,China Hainan Rubber Industry Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601127,小康股份,"Chongqing Sokon Industry Group Co.,Ltd",SHH
2019-08-08,000906,中证800,CSI 800,601128,常熟银行,"Jiangsu Changshu Rural Commercial Bank Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601138,工业富联,"Foxconn Industrial Internet Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601139,深圳燃气,Shenzhen Gas Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601155,新城控股,"Future Land Holdings Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601162,天风证券,"TIANFENG SECURITIES CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,601166,兴业银行,Industrial Bank,SHH
2019-08-08,000906,中证800,CSI 800,601168,西部矿业,Western Mining Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601169,北京银行,Bank of Beijing Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601179,中国西电,China XD Electric Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601186,中国铁建,China Railway Construction Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601198,东兴证券,"DONGXING SECURITIES CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,601200,上海环境,"Shanghai Environment Group Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601211,国泰君安,"Guotai Junan Securities Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601212,白银有色,"Baiyin Nonferrous Group Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601216,君正集团,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601225,陕西煤业,Shaanxi Coal Industry Company Limited,SHH
2019-08-08,000906,中证800,CSI 800,601228,广州港,GUANGZHOU PORT COMPANY LIMITED,SHH
2019-08-08,000906,中证800,CSI 800,601229,上海银行,"Bank of Shanghai Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601231,环旭电子,"Universal Scientific Industrial (Shanghai) Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601238,广汽集团,"Guangzhou Automobile Group Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601288,农业银行,Agricultural Bank of China Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601298,青岛港,"Qingdao Port International Co., Ltd",SHH
2019-08-08,000906,中证800,CSI 800,601311,骆驼股份,Camel Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601318,中国平安,Ping An Insurance (Group) Company of China Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601319,中国人保,The People's Insurance Company (Group) of China Limited,SHH
2019-08-08,000906,中证800,CSI 800,601326,秦港股份,QINHUANGDAO PORT COMPANY LIMITED,SHH
2019-08-08,000906,中证800,CSI 800,601328,交通银行,Bank of Communications Co LTD,SHH
2019-08-08,000906,中证800,CSI 800,601333,广深铁路,Guangshen Railway Company Limited,SHH
2019-08-08,000906,中证800,CSI 800,601336,新华保险,New China Life Insurance Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601360,三六零,360 Security Technology Inc.,SHH
2019-08-08,000906,中证800,CSI 800,601377,兴业证券,Industrial Securities Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601390,中国中铁,China Railway Group Limited,SHH
2019-08-08,000906,中证800,CSI 800,601398,工商银行,Industrial and Commercial Bank of China Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601555,东吴证券,Soochow Securities Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601577,长沙银行,"BANK OF CHANGSHA CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,601600,中国铝业,Aluminum Corporation of China Limited,SHH
2019-08-08,000906,中证800,CSI 800,601601,中国太保,China Pacific Insurance (Group) Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601607,上海医药,"Shanghai Pharmaceuticals Holding Co.,Ltd",SHH
2019-08-08,000906,中证800,CSI 800,601608,中信重工,"CITIC HEAVY INDUSTRIES CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,601611,中国核建,China Nuclear Engineering Corporation Limited,SHH
2019-08-08,000906,中证800,CSI 800,601615,明阳智能,MingYangSmartEnergyGroupLimited,SHH
2019-08-08,000906,中证800,CSI 800,601618,中国中冶,Metallurgical Corporation of China Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601628,中国人寿,China Life Insurance Company Limited,SHH
2019-08-08,000906,中证800,CSI 800,601633,长城汽车,Great Wall Motor Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601668,中国建筑,China State Construction Engineering Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601669,中国电建,"Power Construction Corporation of China,Ltd",SHH
2019-08-08,000906,中证800,CSI 800,601678,滨化股份,Befar Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601688,华泰证券,Huatai Securities Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601689,拓普集团,"Ningbo Tuopu Group Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601699,潞安环能,Shanxi Lu'an Environmental Energy Development Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601717,郑煤机,Zhengzhou Coal Mining Machinery Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601718,际华集团,Jihua Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601727,上海电气,Shanghai Electric Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601766,中国中车,CRRC Corporation Limited,SHH
2019-08-08,000906,中证800,CSI 800,601777,力帆股份,Lifan Industry (Group) Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601788,光大证券,Everbright Securities Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601800,中国交建,China Communications Construction Company Limited,SHH
2019-08-08,000906,中证800,CSI 800,601801,皖新传媒,Anhui Xinhua Media Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601808,中海油服,China Oilfield Services Limited,SHH
2019-08-08,000906,中证800,CSI 800,601811,新华文轩,"Xinhua Winshare Publishing and Media Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601818,光大银行,China Everbright Bank Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601828,美凯龙,Red Star Macalline Group Corporation Ltd.,SHH
2019-08-08,000906,中证800,CSI 800,601838,成都银行,"BANK OF CHENGDU CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,601857,中国石油,PetroChina Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601866,中远海发,"COSCO SHIPPING Development Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601869,长飞光纤,Yangtze Optical Fibre and Cable Joint Stock Limited Company,SHH
2019-08-08,000906,中证800,CSI 800,601872,招商轮船,"China Merchants Energy Shipping Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601877,正泰电器,Zhejiang Chint Electrics Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601878,浙商证券,"ZHESHANG SECURITIES CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,601880,大连港,Dalian Port(PDA) Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601881,中国银河,"China Galaxy Securities Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601888,中国国旅,China International Travel Service Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601898,中煤能源,China Coal Energy Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601899,紫金矿业,Zijin Mining Group Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601901,方正证券,Founder Securities Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601919,中远海控,"COSCO SHIPPING Holdings Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601928,凤凰传媒,Jiangsu Phoenix Publishing & Media Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601933,永辉超市,Yonghui Superstores Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601939,建设银行,China Construction Bank,SHH
2019-08-08,000906,中证800,CSI 800,601958,金钼股份,Jinduicheng Molybdenum Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601966,玲珑轮胎,"Shandong Linglong Tyre Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601969,海南矿业,"Hainan Mining Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601985,中国核电,"China National Nuclear Power Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601988,中国银行,Bank of China Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601989,中国重工,China Shipbuilding Industry Co Ltd,SHH
2019-08-08,000906,中证800,CSI 800,601992,金隅集团,BBMG Corporation,SHH
2019-08-08,000906,中证800,CSI 800,601997,贵阳银行,"Bank of Guiyang Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,601998,中信银行,China Citic Bank Corporation Limited,SHH
2019-08-08,000906,中证800,CSI 800,603000,人民网,"People.cn CO.,LTD",SHH
2019-08-08,000906,中证800,CSI 800,603019,中科曙光,"Dawning Information Industry Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603025,大豪科技,Beijing Dahao Technology Corporation Limited,SHH
2019-08-08,000906,中证800,CSI 800,603056,德邦股份,"DEPPON LOGISTICS Co., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603077,和邦生物,"Sichuan Hebang Biotechnology Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603156,养元饮品,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603160,汇顶科技,"Shenzhen Huiding Technology Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603198,迎驾贡酒,"ANHUI YINGJIA DISTILLERY CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603225,新凤鸣,"Xinfengming Group Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603228,景旺电子,"Shenzhen Kinwong Electronic Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603233,大参林,"DaShenLin Pharmaceutical Group Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603259,药明康德,"WuXi AppTec Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603260,合盛硅业,"HOSHINE SILICON INDUSTRY CO.,LTD",SHH
2019-08-08,000906,中证800,CSI 800,603288,海天味业,Foshan Haitian Flavouring and Food Company Ltd.,SHH
2019-08-08,000906,中证800,CSI 800,603328,依顿电子,"Guangdong Ellington Electronics Technology Co., Ltd",SHH
2019-08-08,000906,中证800,CSI 800,603355,莱克电气,"Kingclean Electric Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603369,今世缘,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603377,东方时尚,"Eastern Pioneer Driving School Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603444,吉比特,"G-bits Network Technology(Xiamen)Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603501,韦尔股份,"Will Semiconductor CO.,Ltd. Shanghai",SHH
2019-08-08,000906,中证800,CSI 800,603515,欧普照明,"Opple Lighting Co., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603517,绝味食品,"Juewei Food Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603556,海兴电力,"Hexing Electrical Co., Ltd",SHH
2019-08-08,000906,中证800,CSI 800,603568,伟明环保,"ZHEJIANG WEIMING ENVIRONMENT PROTECTION CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603569,长久物流,Beijing Changjiu Logistics Corp.,SHH
2019-08-08,000906,中证800,CSI 800,603650,彤程新材,"Red Avenue New Materials Group Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603659,璞泰来,"Shanghai Putailai New Energy Technology Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603712,七一二,"Tianjin 712 Communication & Broadcasting Co.,Ltd",SHH
2019-08-08,000906,中证800,CSI 800,603766,隆鑫通用,"Loncin Motor Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603799,华友钴业,"ZHEJIANG HUAYOU COBALT CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603806,福斯特,"HANGZHOU FIRST PV MATERIAL Co., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603816,顾家家居,"Jason Furniture (Hangzhou) Co.,Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603833,欧派家居,Oppein Home Group Inc.,SHH
2019-08-08,000906,中证800,CSI 800,603858,步长制药,"SHANDONG BUCHANG PHARMACEUTICALS CO., LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603866,桃李面包,"Toly Bread Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603868,飞科电器,"Shanghai Flyco Electrical Appliance Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603877,太平鸟,"Ningbo Peacebird Fashion Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603883,老百姓,Laobaixing Pharmacy Chain Joint Stock Company,SHH
2019-08-08,000906,中证800,CSI 800,603885,吉祥航空,"JUNEYAO AIRLINES Co., Ltd",SHH
2019-08-08,000906,中证800,CSI 800,603888,新华网,"XINHUANETCO.,LTD.",SHH
2019-08-08,000906,中证800,CSI 800,603939,益丰药房,"Yifeng Pharmacy Chain Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,603986,兆易创新,GigaDevice Semiconductor (Beijing) Inc.,SHH
2019-08-08,000906,中证800,CSI 800,603993,洛阳钼业,"China Molybdenum Co., Ltd.",SHH
2019-08-08,000906,中证800,CSI 800,000001,平安银行,"Ping An Bank Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000002,万科Ａ,China Vanke Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000006,深振业Ａ,Shenzhen Zhenye (Group) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000008,神州高铁,"China High-Speed Railway Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000009,中国宝安,"China Baoan Group Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000012,南  玻Ａ,CSG Holding Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000021,深科技,"Shenzhen Kaifa Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000025,特力A,Shenzhen Tellus Holding Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000027,深圳能源,Shenzhen Energy Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000028,国药一致,China National Accord Medicines Corporation Ltd.,SHZ
2019-08-08,000906,中证800,CSI 800,000031,大悦城,"Grandjoy Holdings Group Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000039,中集集团,China International Marine Containers (Group) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000060,中金岭南,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000061,农 产 品,Shenzhen Agricultural Products Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000062,深圳华强,Shenzhen Huaqiang Industry Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000063,中兴通讯,ZTE Corporation,SHZ
2019-08-08,000906,中证800,CSI 800,000066,中国长城,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,000069,华侨城Ａ,Shenzhen Overseas Chinese Town Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000078,海王生物,Shenzhen Neptunus Bioengineering Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000089,深圳机场,Shenzhen Airport Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000090,天健集团,"SHENZHEN TAGEN GROUP CO., LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,000100,TCL集团,TCL Corporation,SHZ
2019-08-08,000906,中证800,CSI 800,000156,华数传媒,"WASU MEDIA HOLDING CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000157,中联重科,Zoomlion Heavy Industry Science & Technology Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000158,常山北明,"Shijiazhuang ChangShan BeiMing Technology Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,000166,申万宏源,"Shenwan Hongyuan Group CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000301,东方盛虹,"Jiangsu Eastern Shenghong Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000333,美的集团,"Midea Group CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000338,潍柴动力,Wei Chai Power Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000400,许继电气,XJ Electric Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000401,冀东水泥,Tangshan Jidong Cement Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000402,金 融 街,Financial Street Holding Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000408,藏格控股,ZANGGE HOLDING COMPANY LIMITED,SHZ
2019-08-08,000906,中证800,CSI 800,000413,东旭光电,"Dongxu Optoelectronic Technology Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000415,渤海租赁,"Bohai Leasing Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000423,东阿阿胶,Shandong Dong-Ee Jiao Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000425,徐工机械,XCMG Construction Machinery Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000426,兴业矿业,"INNER MONGOLIA XINGYE MINING CO.,LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000488,晨鸣纸业,Shandong Chenming Paper Holdings Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000501,鄂武商Ａ,Wuhan Department Store Stock Co Ltd (Group),SHZ
2019-08-08,000906,中证800,CSI 800,000513,丽珠集团,Livzon Pharmaceutical Group Inc,SHZ
2019-08-08,000906,中证800,CSI 800,000519,中兵红箭,"NORTH INDUSTRIES GROUP RED ARROW CO.,LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000528,柳工,Guangxi Liugong Machinery Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000536,华映科技,CPT Technology (Group) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000537,广宇发展,Tianjin Guangyu Development Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000538,云南白药,"Yunnan Baiyao Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000541,佛山照明,Foshan Electrical and Lighting Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000543,皖能电力,An Hui Wenergy Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000547,航天发展,"Addsino Co., Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,000552,靖远煤电,Gansu Jingyuan Coal Industry & Electricity Power Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000553,安道麦A,ADAMA Ltd.,SHZ
2019-08-08,000906,中证800,CSI 800,000559,万向钱潮,Wanxiang Qianchao Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000563,陕国投Ａ,"Shaanxi International Trust Co.,Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,000564,供销大集,"CCOOP GROUP CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000568,泸州老窖,Luzhou Lao Jiao Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000581,威孚高科,Weifu High-Technology Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000587,金洲慈航,"JINZHOU CIHANG GROUP CO., LTD",SHZ
2019-08-08,000906,中证800,CSI 800,000596,古井贡酒,Anhui Gujing Distillery Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000598,兴蓉环境,"Chengdu Xingrong Environment Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000600,建投能源,Hebei Jointo Energy Investment Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000623,吉林敖东,"Jilin Aodong Pharmaceutical Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000625,长安汽车,Chongqing Changan Automobile Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000627,天茂集团,Hubei Biocause Pharmaceutical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000629,攀钢钒钛,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000630,铜陵有色,Tongling Nonferrous Metals Group Co. Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000636,风华高科,Guangdong Fenghua Advanced Technology (Holding) Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000651,格力电器,"Gree Electric Appliances,Inc. of Zhuhai",SHZ
2019-08-08,000906,中证800,CSI 800,000656,金科股份,"Jinke Property Group Co.,Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000661,长春高新,Chang Chun High and New Technology Industry (Group) Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,000671,阳光城,"Sunshine City Group Co., Ltd.",SHZ
2019-08-08,000906,中证800,CSI 800,000681,视觉中国,"VISUAL CHINA GROUP CO.,LTD.",SHZ
2019-08-08,000906,中证800,CSI 800,000685,中山公用,Zhongshan Public Utilities Group Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000686,东北证券,Northeast Securities Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000690,宝新能源,"Guangdong Baolihua New Energy Stock Co.,Ltd",SHZ
2019-08-08,000906,中证800,CSI 800,000703,恒逸石化,Hengyi Petrochemical Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000709,河钢股份,HESTEEL COMPANY LIMITED,SHZ
2019-08-08,000906,中证800,CSI 800,000712,锦龙股份,Guangdong Golden Dragon Development Inc.,SHZ
2019-08-08,000906,中证800,CSI 800,000717,韶钢松山,SGIS Songshan Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000718,苏宁环球,Suning Universal Co Ltd,SHZ
2019-08-08,000906,中证800,CSI 800,000723,美锦能源,"Shanxi Meijin Energy Co.,Ltd.",SHZ
